Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Average Salary,Compant Text,Job State,Company Age
Data Analyst Junior,$28K-$52K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC
5.0","Columbus, OH","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,40.0,"Staffigo Technical Services, LLC", OH,14
Analyst: Data Analytics,$28K-$52K (Glassdoor est.),2.5,"Avacend, Inc.
2.5","Hilliard, OH","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,40.0,"Avacend, Inc.", OH,-1
Information Security and Data Protection Analyst,$28K-$52K (Glassdoor est.),4.0,"Amyx, Inc.
4.0","Columbus, OH","Reston, VA",501 to 1000 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,40.0,"Amyx, Inc.", OH,23
Technical Data Analyst,$28K-$52K (Glassdoor est.),4.5,"Dedicated Tech Services, Inc.
4.5","Dublin, OH","Columbus, OH",1 to 50 employees,2008,Private Practice / Firm,IT Services,Information Technology,$1 to $5 million (USD),-1,-1,40.0,"Dedicated Tech Services, Inc.", OH,14
"Data Scientist/Programmer, Sr. Analyst - Abbott Nutrition - Columbus, OH",$28K-$52K (Glassdoor est.),3.6,"Abbott
3.6","Columbus, OH","Abbott Park, IL",10000+ employees,1888,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1,-1,40.0,Abbott, OH,134
Accounting Data Analyst / Implementation Specialist,$46K-$86K (Glassdoor est.),-1.0,"Marker, Inc.","Columbus, OH","Old Bridge, NJ",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,66.0,"Marker, Inc.", OH,-1
Information Security and Data Protection Analyst,$46K-$86K (Glassdoor est.),-1.0,"Amyx, Iinc.","Columbus, OH",-1,-1,-1,-1,-1,-1,-1,-1,-1,66.0,"Amyx, Iinc.", OH,-1
"Data Analyst III (Population Health , Pharmacy, SQL)",$46K-$86K (Glassdoor est.),3.4,"Buckeye Community Health Plan
3.4","Columbus, OH","Dayton, OH",51 to 200 employees,-1,Company - Private,-1,-1,$5 to $10 million (USD),-1,-1,66.0,Buckeye Community Health Plan, OH,-1
"Data Analyst III (Population Health , Pharmacy, SQL)",$46K-$86K (Glassdoor est.),3.4,"Buckeye Health Plan
3.4","Columbus, OH","Columbus, OH",1001 to 5000 employees,2004,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,66.0,Buckeye Health Plan, OH,18
Data Statistics Analyst PFK Care Coordination,$46K-$86K (Glassdoor est.),3.7,"Nationwide Childrens Hospital
3.7","Columbus, OH","Columbus, OH",10000+ employees,1892,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,-1,66.0,Nationwide Childrens Hospital, OH,130
Software Engineer - Senior Data Analyst,$46K-$86K (Glassdoor est.),3.9,"JPMorgan Chase Bank, N.A.
3.9","Columbus, OH","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1,66.0,"JPMorgan Chase Bank, N.A.", OH,223
Sr Data Analyst,$46K-$86K (Glassdoor est.),4.5,"Creative Financial Staffing
4.5","Westerville, OH","Boston, MA",201 to 500 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),"Robert Half, Kforce",-1,66.0,Creative Financial Staffing, OH,28
Analytic Consultant 4 - Data Analyst,$50K-$86K (Glassdoor est.),3.6,"Wells Fargo
3.6","Charlotte, NC","San Francisco, CA",10000+ employees,1852,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,68.0,Wells Fargo, NC,170
Operations Data Analyst,$50K-$86K (Glassdoor est.),3.8,"Brighthouse Financial
3.8","Charlotte, NC","Charlotte, NC",1001 to 5000 employees,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,-1,68.0,Brighthouse Financial, NC,5
Data Business Analyst,$50K-$86K (Glassdoor est.),5.0,"Payzer
5.0","Charlotte, NC","Charlotte, NC",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,68.0,Payzer, NC,-1
Federal - Data Analyst,$50K-$86K (Glassdoor est.),3.9,"Accenture
3.9","Charlotte, NC","Dublin, Ireland",10000+ employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD),"Cognizant Technology Solutions, EY, McKinsey & Company",-1,68.0,Accenture, NC,33
Data Analyst,$50K-$86K (Glassdoor est.),3.8,"Tata Consultancy Services
3.8","Charlotte, NC","Mumbai, India",10000+ employees,1968,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Accenture, IBM, Infosys",-1,68.0,Tata Consultancy Services, NC,54
Marketing Data Analyst,$50K-$86K (Glassdoor est.),5.0,"Trivest
5.0","Mooresville, NC","Coral Gables, FL",1 to 50 employees,1981,Company - Private,Venture Capital & Private Equity,Finance,Unknown / Non-Applicable,-1,-1,68.0,Trivest, NC,41
Data Analyst I (Strong Salesforce.com),$50K-$86K (Glassdoor est.),3.4,"pureIntegration
3.4","Charlotte, NC","Herndon, VA",51 to 200 employees,2004,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,-1,68.0,pureIntegration, NC,18
Data Analyst I,$50K-$86K (Glassdoor est.),4.1,"Kforce
4.1","Charlotte, NC","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1,68.0,Kforce, NC,56
Data Analyst,$50K-$86K (Glassdoor est.),4.1,"Collabera
4.1","Charlotte, NC","Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),"Kforce, Insight Global, Volt Consulting Group",-1,68.0,Collabera, NC,31
Data Analyst,$50K-$86K (Glassdoor est.),3.9,"TEKsystems
3.9","Charlotte, NC","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Capgemini, Slalom, Accenture",-1,68.0,TEKsystems, NC,39
Data Analyst,$50K-$86K (Glassdoor est.),3.9,"Artech LLC
3.9","Charlotte, NC","Morristown, NJ",5001 to 10000 employees,1992,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),-1,-1,68.0,Artech LLC, NC,30
Financial Data Analyst,$50K-$86K (Glassdoor est.),3.6,"Randstad
3.6","Charlotte, NC","Atlanta, GA",1001 to 5000 employees,-1,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,68.0,Randstad, NC,-1
Data Analyst,$50K-$86K (Glassdoor est.),3.4,"Matlen Silver
3.4","Charlotte, NC","Bridgewater, NJ",201 to 500 employees,1980,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,68.0,Matlen Silver, NC,42
Data Analyst,$50K-$86K (Glassdoor est.),3.6,"Randstad
3.6","Charlotte, NC","Atlanta, GA",1001 to 5000 employees,-1,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,68.0,Randstad, NC,-1
Data Analyst,$50K-$86K (Glassdoor est.),3.8,"Diversant LLC
3.8","Charlotte, NC","Red Bank, NJ",1001 to 5000 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Kforce, Mitchell Martin, Insight Global",-1,68.0,Diversant LLC, NC,17
Data Science Analyst,$50K-$86K (Glassdoor est.),3.6,"Signature Consultants
3.6","Charlotte, NC","Fort Lauderdale, FL",1001 to 5000 employees,1997,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"ComforceHealth, TEKsystems, Allegis Group",-1,68.0,Signature Consultants, NC,25
Data Analyst,$50K-$86K (Glassdoor est.),4.1,"Sysmind LLC
4.1","Charlotte, NC","Princeton Junction, NJ",51 to 200 employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,-1,68.0,Sysmind LLC, NC,23
Data Analyst,$50K-$86K (Glassdoor est.),3.7,"Tata Consultancy Services (North America)
3.7","Charlotte, NC","New York, NY",10000+ employees,1968,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),"Cognizant Technology Solutions, Accenture, IBM",-1,68.0,Tata Consultancy Services (North America), NC,54
Business Data Analyst,$50K-$86K (Glassdoor est.),3.5,"Robert Half
3.5","Charlotte, NC","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",-1,68.0,Robert Half, NC,74
Data Analyst,$50K-$86K (Glassdoor est.),4.1,"Kforce
4.1","Charlotte, NC","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1,68.0,Kforce, NC,56
Data Business Analyst,$50K-$86K (Glassdoor est.),3.9,"TEKsystems
3.9","Charlotte, NC","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Capgemini, Slalom, Accenture",-1,68.0,TEKsystems, NC,39
Junior Data Analyst,$50K-$86K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC
5.0","Charlotte, NC","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,68.0,"Staffigo Technical Services, LLC", NC,14
Data Analyst,$50K-$86K (Glassdoor est.),4.6,"Conch Technologies, Inc
4.6","Charlotte, NC","Memphis, TN",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1,68.0,"Conch Technologies, Inc", NC,-1
Data Analyst,$50K-$86K (Glassdoor est.),3.2,"Neo Prism Solutions
3.2","Charlotte, NC","Schaumburg, IL",51 to 200 employees,-1,Company - Private,Accounting,Accounting & Legal,$1 to $5 million (USD),-1,-1,68.0,Neo Prism Solutions, NC,-1
Data Management Analyst,$50K-$86K (Glassdoor est.),3.9,"TEKsystems, Inc
3.9","Charlotte, NC","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Capgemini, Slalom, Accenture",-1,68.0,"TEKsystems, Inc", NC,39
Financial Data Analyst - Full Time,$50K-$86K (Glassdoor est.),-1.0,Data Bridge Consultants,"Charlotte, NC",-1,-1,-1,-1,-1,-1,-1,-1,-1,68.0,Data Bridge Consultants, NC,-1
Data analyst,$50K-$86K (Glassdoor est.),4.7,"Resource Logistics, Inc.
4.7","Charlotte, NC","Edison, NJ",51 to 200 employees,1997,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),-1,-1,68.0,"Resource Logistics, Inc.", NC,25
Data Analyst,$50K-$86K (Glassdoor est.),3.9,"Diverse Lynx
3.9","Charlotte, NC","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,68.0,Diverse Lynx, NC,20
Senior CX Data Analyst,$50K-$86K (Glassdoor est.),3.2,"Vanguard
3.2","Charlotte, NC","Malvern, PA",10000+ employees,1975,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"Charles Schwab, Fidelity Investments, Edward Jones",-1,68.0,Vanguard, NC,47
Data Engineer/Analyst,$50K-$86K (Glassdoor est.),3.3,"Vaco Technology
3.3","Charlotte, NC","Brentwood, TN",501 to 1000 employees,2002,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),-1,-1,68.0,Vaco Technology, NC,20
Federal - Data Analyst,$54K-$75K (Glassdoor est.),-1.0,Accenture Contractor Jobs,"Charlotte, NC",-1,-1,-1,-1,-1,-1,-1,-1,-1,64.5,Accenture Contractor Jobs, NC,-1
Quality Data Analyst,$54K-$75K (Glassdoor est.),3.6,"OrthoCarolina
3.6","Charlotte, NC","Charlotte, NC",501 to 1000 employees,2005,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,-1,64.5,OrthoCarolina, NC,17
Data Visualization Analyst,$54K-$75K (Glassdoor est.),2.8,"American Tire Distributors
2.8","Huntersville, NC","Huntersville, NC",1001 to 5000 employees,1935,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$5 to $10 billion (USD),"TireHub, National Tire Warehouse, Dealer Tire",-1,64.5,American Tire Distributors, NC,87
Senior Data Analyst,$54K-$75K (Glassdoor est.),3.4,"NTT DATA Corporation
3.4","Charlotte, NC","Tokyo, Japan",10000+ employees,1967,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Capgemini, Accenture, Deloitte",-1,64.5,NTT DATA Corporation, NC,55
HR Data Analyst,$54K-$75K (Glassdoor est.),3.8,"Apex Systems
3.8","Charlotte, NC","Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"TEKsystems, Insight Global, Accenture",True,64.5,Apex Systems, NC,27
Data Analyst/Business Analyst,$54K-$75K (Glassdoor est.),3.6,"Signature Consultants
3.6","Charlotte, NC","Fort Lauderdale, FL",1001 to 5000 employees,1997,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"ComforceHealth, TEKsystems, Allegis Group",-1,64.5,Signature Consultants, NC,25
Data Analyst,$54K-$75K (Glassdoor est.),3.7,"eTeam Inc.
3.7","Charlotte, NC","South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),"Artech Information Systems, Mindlance, Tech Mahindra",-1,64.5,eTeam Inc., NC,23
Data Analyst,$54K-$75K (Glassdoor est.),2.0,"AccessOne
2.0","Fort Mill, SC","Fort Mill, SC",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,-1,64.5,AccessOne, SC,-1
BI Data Analyst,$54K-$75K (Glassdoor est.),2.9,"Nesco Resource, LLC
2.9","Fort Mill, SC","Cleveland, OH",1001 to 5000 employees,1956,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),-1,-1,64.5,"Nesco Resource, LLC", SC,66
Data Analyst,$54K-$75K (Glassdoor est.),4.1,"RGP
4.1","Charlotte, NC","Irvine, CA",1001 to 5000 employees,1996,Company - Public,Consulting,Business Services,$500 million to $1 billion (USD),"Deloitte, Huron Consulting Group, Point B",-1,64.5,RGP, NC,26
Enterprise Data Office Analyst IV,$54K-$75K (Glassdoor est.),3.5,"Truist
3.5","Charlotte, NC","Charlotte, NC",10000+ employees,2019,Company - Public,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,-1,64.5,Truist, NC,3
Data Analyst/ Python with Banking Experience,$54K-$75K (Glassdoor est.),2.9,"Shimento, Inc.
2.9","Charlotte, NC","Benicia, CA",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1,-1,64.5,"Shimento, Inc.", NC,-1
Data Analyst,$54K-$75K (Glassdoor est.),-1.0,Parks Heating & Cooling,"Indian Trail, NC","Indian Trail, NC",51 to 200 employees,1973,Company - Public,General Repair & Maintenance,"Construction, Repair & Maintenance",$10 to $25 million (USD),-1,-1,64.5,Parks Heating & Cooling, NC,49
Systems/Data Analyst,$54K-$75K (Glassdoor est.),3.6,"Randstad
3.6","Charlotte, NC","Atlanta, GA",1001 to 5000 employees,-1,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,64.5,Randstad, NC,-1
Data Analyst (Real Time Data Consultant Needed),$54K-$75K (Glassdoor est.),4.6,"Conch Technologies, Inc
4.6","Charlotte, NC","Memphis, TN",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1,64.5,"Conch Technologies, Inc", NC,-1
Data Visualization Analyst,$54K-$75K (Glassdoor est.),5.0,"PCR Staffing
5.0","Huntersville, NC","Charlotte, NC",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,-1,64.5,PCR Staffing, NC,-1
57072 - Market data Analyst - 100 % remote,$54K-$75K (Glassdoor est.),3.5,"Tek Leaders
3.5","Charlotte, NC","Plano, TX",501 to 1000 employees,2016,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,64.5,Tek Leaders, NC,6
Application Programmer V/ Database Developer/ Data Analyst,$54K-$75K (Glassdoor est.),4.3,"DATA Inc.
4.3","Charlotte, NC","Montvale, NJ",501 to 1000 employees,1983,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"TEKMARK Global Solutions, Marlabs, IBM",-1,64.5,DATA Inc., NC,39
Data Analyst,$54K-$75K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC
5.0","Charlotte, NC","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,64.5,"Staffigo Technical Services, LLC", NC,14
Data Analyst,$54K-$75K (Glassdoor est.),-1.0,LiveMindz,"Charlotte, NC","Dallas, TX",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,64.5,LiveMindz, NC,-1
Data Standardization Analyst(s),$54K-$75K (Glassdoor est.),3.2,"London Stock Exchange Group
3.2","Charlotte, NC","London, United Kingdom",1001 to 5000 employees,1698,Company - Public,Stock Exchanges,Finance,$50 to $100 million (USD),"Intercontinental Exchange, Euronext, Nasdaq",-1,64.5,London Stock Exchange Group, NC,324
DATA MGMT ANALYST,$54K-$75K (Glassdoor est.),4.1,"Kforce
4.1","Charlotte, NC","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1,64.5,Kforce, NC,56
"Data Quality Analyst, Financial Services",$54K-$75K (Glassdoor est.),3.4,"NTT DATA Services
3.4","Charlotte, NC","Tokyo, Japan",10000+ employees,1967,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Capgemini, Accenture, Deloitte",-1,64.5,NTT DATA Services, NC,55
Data Analyst II,$54K-$75K (Glassdoor est.),4.0,"Meridian Technologies
4.0","Charlotte, NC","Farmington Hills, MI",Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1,-1,64.5,Meridian Technologies, NC,-1
Data Governance Analyst,$54K-$75K (Glassdoor est.),3.9,"TEKsystems, Inc
3.9","Charlotte, NC","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Capgemini, Slalom, Accenture",-1,64.5,"TEKsystems, Inc", NC,39
Data Integration Analyst,$54K-$75K (Glassdoor est.),2.9,"Cardinal Innovations Healthcare
2.9","Charlotte, NC","Charlotte, NC",501 to 1000 employees,-1,Company - Public,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,-1,64.5,Cardinal Innovations Healthcare, NC,-1
Data Analyst with Banking Domain,$54K-$75K (Glassdoor est.),4.0,"CYNET SYSTEMS
4.0","Charlotte, NC","Ashburn, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,64.5,CYNET SYSTEMS, NC,12
Financial Data Analyst - Full Time,$54K-$75K (Glassdoor est.),-1.0,dataBridge,"Charlotte, NC","Arden, NC",1 to 50 employees,-1,Other Organization,-1,-1,Unknown / Non-Applicable,-1,-1,64.5,dataBridge, NC,-1
Data Analyst - Metadata Analyst,$53K-$99K (Glassdoor est.),4.1,"Collabera
4.1","Fort Mill, SC","Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),"Kforce, Insight Global, Volt Consulting Group",-1,76.0,Collabera, SC,31
Business Data Analyst,$53K-$99K (Glassdoor est.),5.0,"PCR Staffing
5.0","Huntersville, NC","Charlotte, NC",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,-1,76.0,PCR Staffing, NC,-1
Senior Data Analyst,$53K-$99K (Glassdoor est.),3.6,"Randstad
3.6","Charlotte, NC","Atlanta, GA",1001 to 5000 employees,-1,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,76.0,Randstad, NC,-1
Senior Business Analyst / Data Analyst,$53K-$99K (Glassdoor est.),4.1,"Kforce
4.1","Charlotte, NC","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1,76.0,Kforce, NC,56
Data Visualization Analyst - N.,$53K-$99K (Glassdoor est.),3.3,"Vaco Technology
3.3","Charlotte, NC","Brentwood, TN",501 to 1000 employees,2002,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),-1,-1,76.0,Vaco Technology, NC,20
Application Programmer V/ Senior Data Analyst,$53K-$99K (Glassdoor est.),4.3,"DATA Inc.
4.3","Charlotte, NC","Montvale, NJ",501 to 1000 employees,1983,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"TEKMARK Global Solutions, Marlabs, IBM",-1,76.0,DATA Inc., NC,39
Trust Application Data Analyst,$53K-$99K (Glassdoor est.),2.3,"Infovisa, Inc.
2.3","Charlotte, NC","Cornelius, NC",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,-1,76.0,"Infovisa, Inc.", NC,-1
Data Analyst,$53K-$99K (Glassdoor est.),-1.0,,"Mooresville, NC",-1,-1,-1,-1,-1,-1,-1,-1,-1,76.0,, NC,-1
Data Analyst 127909,$53K-$99K (Glassdoor est.),3.2,"Open Systems Technologies (NYC)
3.2","Charlotte, NC","New York, NY",51 to 200 employees,1990,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,True,76.0,Open Systems Technologies (NYC), NC,32
Item Data Maintenance Analyst,$53K-$99K (Glassdoor est.),3.3,"Lowe's
3.3","Mooresville, NC","Mooresville, NC",10000+ employees,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),"The Home Depot, Amazon, Walmart",-1,76.0,Lowe's, NC,76
Marketing Data Analyst - Remote,$53K-$99K (Glassdoor est.),-1.0,SGA Inc.,"Charlotte, NC","Bethesda, MD",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),-1,-1,76.0,SGA Inc., NC,26
Technical Data Analyst,$53K-$99K (Glassdoor est.),2.8,"American Tire Distributors
2.8","Huntersville, NC","Huntersville, NC",1001 to 5000 employees,1935,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$5 to $10 billion (USD),"TireHub, National Tire Warehouse, Dealer Tire",-1,76.0,American Tire Distributors, NC,87
Data Analyst,$53K-$99K (Glassdoor est.),-1.0,Trovetechs Inc,"Charlotte, NC",-1,-1,-1,-1,-1,-1,-1,-1,-1,76.0,Trovetechs Inc, NC,-1
Data Analyst Junior,$53K-$99K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC
5.0","Charlotte, NC","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,76.0,"Staffigo Technical Services, LLC", NC,14
Senior Data Analyst,$53K-$99K (Glassdoor est.),1.8,"Driven Brands
1.8","Charlotte, NC","Charlotte, NC",1001 to 5000 employees,2006,Company - Private,Automotive Parts & Accessories Stores,Retail,$2 to $5 billion (USD),"Midas, Monro Auto Service and Tire Centers",-1,76.0,Driven Brands, NC,16
Business + Data Analyst,$53K-$99K (Glassdoor est.),4.4,"Tachyon Technologies LLC
4.4","Charlotte, NC","Irving, TX",201 to 500 employees,2011,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,76.0,Tachyon Technologies LLC, NC,11
Data Stewardship Senior Analyst,$53K-$99K (Glassdoor est.),-1.0,Data Bridge Consultants,"Charlotte, NC",-1,-1,-1,-1,-1,-1,-1,-1,-1,76.0,Data Bridge Consultants, NC,-1
Data Analyst [Administrative],$53K-$99K (Glassdoor est.),-1.0,Tax Management Assoc,"Charlotte, NC",-1,-1,-1,-1,-1,-1,-1,-1,-1,76.0,Tax Management Assoc, NC,-1
"Analyst, Product Content Data Quality",$53K-$99K (Glassdoor est.),3.3,"Lowe's
3.3","Mooresville, NC","Mooresville, NC",10000+ employees,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),"The Home Depot, Amazon, Walmart",-1,76.0,Lowe's, NC,76
"QA Analyst Big Data/ETL - Charlotte, NC (W2 ONLY)",$53K-$99K (Glassdoor est.),4.1,"Canvas InfoTech Inc.
4.1","Charlotte, NC","Fremont, CA",1 to 50 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,-1,76.0,Canvas InfoTech Inc., NC,16
Data Stewardship Senior Analyst,$53K-$99K (Glassdoor est.),-1.0,dataBridge,"Charlotte, NC","Arden, NC",1 to 50 employees,-1,Other Organization,-1,-1,Unknown / Non-Applicable,-1,-1,76.0,dataBridge, NC,-1
Big data analyst,$53K-$99K (Glassdoor est.),-1.0,Data Bridge Consultants,"Charlotte, NC",-1,-1,-1,-1,-1,-1,-1,-1,-1,76.0,Data Bridge Consultants, NC,-1
Reporting /Data Analyst,$53K-$99K (Glassdoor est.),3.8,"PruTech Solutions, Inc.
3.8","Charlotte, NC","Iselin, NJ",201 to 500 employees,1998,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,-1,76.0,"PruTech Solutions, Inc.", NC,24
Application Architect V/ Data Analyst,$53K-$99K (Glassdoor est.),4.3,"DATA Inc.
4.3","Charlotte, NC","Montvale, NJ",501 to 1000 employees,1983,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"TEKMARK Global Solutions, Marlabs, IBM",-1,76.0,DATA Inc., NC,39
Sr. Data Technology Analyst,$53K-$99K (Glassdoor est.),3.7,"Bank of America
3.7","Charlotte, NC","Charlotte, NC",10000+ employees,1904,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,76.0,Bank of America, NC,118
"Data Optimization Analyst (Position In Hickory, NC)",$53K-$99K (Glassdoor est.),3.7,"Transportation Insight
3.7","Charlotte, NC","Hickory, NC",51 to 200 employees,1999,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$500 million to $1 billion (USD),"C.H. Robinson, Transplace",-1,76.0,Transportation Insight, NC,23
Technology Control Analyst - AVP (Chief Data Office),$40K-$74K (Glassdoor est.),3.1,"MUFG
3.1","Charlotte, NC","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,57.0,MUFG, NC,158
DIGITAL DATA/INSIGHTS ANALYST,$40K-$74K (Glassdoor est.),3.0,"Midan Marketing
3.0","Mooresville, NC","Chicago, IL",1 to 50 employees,2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,-1,57.0,Midan Marketing, NC,18
Big data analyst,$40K-$74K (Glassdoor est.),-1.0,dataBridge,"Charlotte, NC","Arden, NC",1 to 50 employees,-1,Other Organization,-1,-1,Unknown / Non-Applicable,-1,-1,57.0,dataBridge, NC,-1
Data Mgmt Analyst w/Traded Products,$40K-$74K (Glassdoor est.),3.6,"Signature Consultants
3.6","Charlotte, NC","Fort Lauderdale, FL",1001 to 5000 employees,1997,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"ComforceHealth, TEKsystems, Allegis Group",-1,57.0,Signature Consultants, NC,25
Data Governance Business Information Analyst,$40K-$74K (Glassdoor est.),3.8,"Brighthouse Financial
3.8","Charlotte, NC","Charlotte, NC",1001 to 5000 employees,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,-1,57.0,Brighthouse Financial, NC,5
